year,make,model,displ,cylinders,trans,drive,fuel_type,city_mpg,highway_mpg,comb_mpg,co2_emissions
2023,Chevrolet,Coupe,3.9,4,Manual,RWD,Premium,15.2,21.5,18.0,529.0
2020,Nissan,Minivan,1.7,4,CVT,RWD,Electric,102.3,105.5,103.7,76.0
2023,Nissan,Sedan,5.7,6,Manual,4WD,Premium,11.0,15.9,13.2,680.0
2020,Mazda,Wagon,2.8,4,Manual,FWD,Regular,10.0,16.2,12.8,717.0
2023,Toyota,Wagon,3.2,6,Manual,FWD,Hybrid,24.0,28.4,25.9,354.0
2020,Audi,Truck,4.4,6,Manual,FWD,Electric,85.7,91.6,88.4,103.0
2021,Honda,Coupe,2.7,6,Manual,FWD,Regular,14.4,19.2,16.5,545.0
2024,Audi,Wagon,2.3,12,Automatic,RWD,Regular,10.0,16.8,13.1,689.0
2022,Hyundai,Minivan,4.2,6,Manual,RWD,Premium,10.0,15.0,12.2,734.0
2023,Nissan,Sedan,1.1,12,Automatic,4WD,Premium,11.9,19.5,15.4,577.0
2024,BMW,Sedan,4.6,3,Manual,FWD,Electric,85.0,88.8,86.7,117.0
2022,Kia,Wagon,3.6,4,Automatic,FWD,Regular,13.5,17.3,15.2,583.0
2022,Ford,SUV,4.0,4,Manual,4WD,Regular,13.7,21.0,17.0,503.0
2020,Ford,Coupe,4.2,4,Manual,4WD,Premium,10.0,17.3,13.3,709.0
2021,Volkswagen,Sedan,3.6,6,Manual,4WD,Premium,12.3,15.8,13.9,657.0
2021,Honda,Wagon,3.9,3,Manual,AWD,Regular,12.3,19.8,15.7,548.0
2024,Audi,Sedan,4.4,4,CVT,4WD,Regular,10.0,15.0,12.2,724.0
2021,Ford,Wagon,4.8,6,Manual,4WD,Premium,10.9,17.0,13.7,637.0
2023,Volkswagen,Coupe,4.6,6,Automatic,AWD,Premium,10.6,15.0,12.6,695.0
2021,Toyota,Wagon,5.3,4,CVT,FWD,Regular,10.0,15.0,12.2,746.0
2024,Nissan,Truck,1.9,6,CVT,RWD,Regular,14.1,19.4,16.5,532.0
2021,Tesla,Wagon,3.0,4,Manual,FWD,Electric,97.1,103.1,99.8,127.0
2023,Lexus,Wagon,5.7,4,Automatic,RWD,Hybrid,27.2,32.8,29.7,264.0
2020,Mercedes-Benz,Minivan,3.0,6,Automatic,RWD,Regular,14.2,19.6,16.6,535.0
2024,Nissan,Coupe,1.6,6,CVT,4WD,Regular,15.4,23.2,18.9,444.0
2020,Mercedes-Benz,Minivan,3.6,4,Automatic,4WD,Hybrid,26.0,30.0,27.8,326.0
2020,BMW,Wagon,1.5,8,Manual,AWD,Regular,16.3,20.1,18.0,503.0
2020,Kia,Coupe,2.0,4,Manual,FWD,Premium,17.3,23.9,20.3,456.0
2022,Chevrolet,Truck,6.0,4,Manual,FWD,Premium,11.5,15.0,13.1,654.0
2022,Ford,Coupe,3.7,3,Manual,RWD,Regular,11.1,16.5,13.5,667.0
2020,Toyota,Sedan,2.4,6,Manual,4WD,Premium,14.7,20.2,17.2,499.0
2024,Mercedes-Benz,Minivan,6.0,6,CVT,4WD,Premium,10.0,15.0,12.2,730.0
2023,Lexus,Coupe,5.8,4,Manual,FWD,Premium,10.0,17.7,13.4,654.0
2023,Subaru,Truck,3.2,4,Manual,AWD,Regular,10.0,15.0,12.2,703.0
2021,Audi,Hatchback,2.3,6,CVT,4WD,Hybrid,32.2,36.7,34.2,274.0
2024,Ford,Wagon,5.2,4,CVT,AWD,Regular,10.0,15.0,12.2,723.0
2022,Audi,Coupe,4.6,4,CVT,FWD,Premium,16.9,20.6,18.5,498.0
2020,Lexus,Wagon,4.4,6,Automatic,FWD,Electric,86.7,91.6,88.9,119.0
2021,Honda,SUV,5.5,4,Automatic,AWD,Regular,10.0,16.4,12.9,715.0
2023,BMW,Sedan,4.4,8,Manual,4WD,Diesel,12.3,19.0,15.3,571.0
2022,Chevrolet,Minivan,2.4,4,Manual,FWD,Hybrid,33.2,40.3,36.4,226.0
2022,Ford,Sedan,4.5,6,Manual,RWD,Regular,11.9,15.8,13.7,673.0
2020,Audi,SUV,2.5,4,Automatic,FWD,Regular,15.3,18.5,16.7,534.0
2023,Toyota,SUV,4.8,8,Manual,4WD,Hybrid,21.3,29.2,24.8,385.0
2024,Ford,Minivan,4.1,4,Manual,RWD,Regular,10.0,15.0,12.2,705.0
2022,Mercedes-Benz,Coupe,1.4,6,Automatic,FWD,Regular,12.9,20.7,16.4,556.0
2020,Honda,SUV,3.6,6,CVT,4WD,Hybrid,33.4,40.5,36.6,244.0
2024,Subaru,Hatchback,2.7,4,Automatic,4WD,Electric,96.8,104.4,100.2,88.0
2023,Hyundai,Wagon,2.6,4,Manual,FWD,Hybrid,31.0,35.9,33.2,261.0
2022,Mazda,Wagon,4.0,6,Automatic,4WD,Regular,10.0,15.0,12.2,706.0
2024,Subaru,Truck,2.6,8,CVT,AWD,Regular,13.0,19.1,15.7,579.0
2024,Volkswagen,SUV,4.9,4,CVT,RWD,Regular,15.5,22.2,18.5,473.0
2024,Ford,SUV,1.4,3,CVT,AWD,Premium,16.6,20.2,18.2,493.0
2022,Nissan,Hatchback,4.3,6,CVT,FWD,Premium,11.2,18.2,14.3,660.0
2022,Kia,Sedan,5.0,4,CVT,AWD,Regular,10.0,15.0,12.2,718.0
2021,Nissan,Sedan,4.4,12,CVT,FWD,Regular,10.0,15.5,12.5,705.0
2023,Subaru,Wagon,3.5,6,Manual,FWD,Premium,10.0,17.3,13.3,665.0
2020,Mercedes-Benz,Wagon,5.8,6,Manual,4WD,Premium,10.0,15.0,12.2,721.0
2024,Nissan,Coupe,2.5,4,Automatic,4WD,Regular,19.4,23.6,21.3,410.0
2021,Toyota,Minivan,1.1,4,Manual,FWD,Hybrid,35.1,38.4,36.6,257.0
2020,Nissan,Hatchback,3.2,6,CVT,RWD,Regular,14.6,18.3,16.3,572.0
2021,Chevrolet,Minivan,1.2,8,Manual,RWD,Premium,13.9,17.7,15.6,572.0
2022,Hyundai,Minivan,5.8,12,Automatic,RWD,Electric,75.6,79.6,77.4,130.0
2024,Ford,Truck,2.0,4,CVT,AWD,Premium,12.2,16.6,14.1,627.0
2020,Lexus,Minivan,4.9,4,Manual,FWD,Regular,10.0,17.1,13.2,669.0
2020,BMW,Truck,4.9,4,Manual,4WD,Regular,10.0,17.6,13.4,655.0
2020,Nissan,Minivan,2.1,8,Automatic,AWD,Electric,93.2,98.2,95.5,78.0
2020,Honda,Hatchback,4.1,4,CVT,AWD,Regular,11.8,15.4,13.4,688.0
2020,BMW,Truck,1.2,3,Automatic,4WD,Premium,24.7,28.8,26.5,325.0
2021,Hyundai,Sedan,3.4,4,CVT,FWD,Hybrid,32.2,38.9,35.2,265.0
2024,Audi,Truck,1.1,4,CVT,AWD,Hybrid,31.1,37.5,34.0,245.0
2022,Lexus,Truck,5.6,12,Manual,FWD,Regular,10.0,17.8,13.5,659.0
2022,Mercedes-Benz,Hatchback,5.9,4,Automatic,FWD,Electric,94.3,97.3,95.6,93.0
2022,Hyundai,Hatchback,2.1,4,Automatic,FWD,Hybrid,31.0,37.8,34.0,245.0
2022,Nissan,Truck,2.0,4,Automatic,4WD,Regular,18.6,24.1,21.1,414.0
2021,Hyundai,SUV,4.8,4,CVT,FWD,Regular,10.0,17.5,13.4,642.0
2023,BMW,Hatchback,2.3,3,Automatic,AWD,Regular,18.1,23.9,20.7,430.0
2024,Kia,Coupe,5.5,4,CVT,4WD,Regular,10.0,15.2,12.4,681.0
2020,Mercedes-Benz,Coupe,3.9,6,Automatic,4WD,Electric,90.4,96.7,93.2,94.0
2023,Nissan,Sedan,2.8,4,Automatic,AWD,Premium,16.9,24.0,20.1,455.0
2022,Toyota,Minivan,5.2,4,Manual,4WD,Electric,87.7,92.1,89.7,99.0
2023,Subaru,Truck,3.5,4,Automatic,AWD,Diesel,22.2,25.8,23.8,359.0
2024,Chevrolet,SUV,5.6,6,Manual,RWD,Premium,10.0,15.2,12.3,710.0
2020,Mazda,Sedan,5.6,6,Manual,AWD,Premium,10.0,15.0,12.2,753.0
2020,Tesla,Truck,1.8,6,CVT,4WD,Regular,15.3,20.5,17.7,505.0
2024,Volkswagen,Hatchback,1.0,6,Automatic,AWD,Electric,95.7,103.7,99.3,106.0
2024,Mercedes-Benz,Coupe,5.9,6,Automatic,RWD,Regular,10.0,15.9,12.6,724.0
2022,Hyundai,Wagon,5.5,3,Automatic,FWD,Premium,10.0,16.5,12.9,680.0
2020,Toyota,SUV,1.3,8,Manual,FWD,Regular,10.0,16.4,12.9,669.0
2023,Ford,Wagon,5.2,4,Automatic,FWD,Hybrid,20.9,28.0,24.1,382.0
2021,Ford,Coupe,3.3,4,CVT,4WD,Hybrid,27.5,35.2,31.0,270.0
2021,Volkswagen,Minivan,2.3,6,CVT,RWD,Regular,12.4,18.6,15.2,573.0
2024,Mercedes-Benz,Minivan,5.4,4,Automatic,AWD,Premium,10.0,15.4,12.4,719.0
2022,Mercedes-Benz,Wagon,2.0,8,Manual,AWD,Premium,10.5,15.1,12.6,700.0
2021,Chevrolet,Hatchback,5.7,4,CVT,AWD,Regular,10.0,15.0,12.2,682.0
2020,Hyundai,Truck,2.0,8,CVT,AWD,Regular,10.0,15.0,12.2,704.0
2024,Lexus,Hatchback,4.1,6,Manual,4WD,Premium,10.0,15.0,12.2,749.0
2023,Kia,Wagon,2.1,12,CVT,4WD,Regular,10.0,16.5,12.9,687.0
2024,Volkswagen,Hatchback,3.7,8,Manual,RWD,Regular,10.0,15.9,12.7,714.0
2023,Chevrolet,Coupe,4.4,8,CVT,AWD,Regular,10.0,15.0,12.2,712.0
2024,Hyundai,SUV,2.0,6,Manual,FWD,Regular,20.2,28.1,23.8,351.0
2024,BMW,Hatchback,3.6,4,CVT,4WD,Regular,10.0,15.1,12.3,737.0
2024,Toyota,Coupe,3.3,4,Automatic,RWD,Regular,10.9,16.7,13.5,684.0
2023,Tesla,SUV,1.4,6,CVT,RWD,Regular,18.3,24.9,21.3,400.0
2023,Subaru,Minivan,5.1,8,CVT,4WD,Regular,10.0,16.1,12.7,720.0
2024,Kia,Truck,2.7,6,Automatic,FWD,Premium,13.2,17.8,15.3,561.0
2021,Lexus,Wagon,3.9,8,Automatic,FWD,Hybrid,17.5,24.5,20.6,399.0
2022,BMW,Minivan,3.6,6,Automatic,AWD,Regular,10.6,15.0,12.6,717.0
2022,BMW,Truck,3.6,4,Automatic,4WD,Electric,92.1,98.0,94.8,75.0
2022,Mazda,Minivan,1.5,4,Manual,FWD,Regular,13.5,17.9,15.5,549.0
2023,Ford,Sedan,3.1,4,Manual,4WD,Premium,10.0,16.1,12.7,676.0
2023,Honda,Minivan,3.3,4,CVT,RWD,Regular,13.7,17.8,15.5,566.0
2021,Toyota,Coupe,4.7,6,CVT,RWD,Premium,10.0,16.9,13.1,644.0
2022,Ford,SUV,5.2,8,CVT,RWD,Premium,10.0,15.0,12.2,740.0
2022,Nissan,Minivan,3.7,6,Manual,4WD,Regular,12.0,19.4,15.3,590.0
2024,Tesla,Hatchback,1.4,4,CVT,AWD,Regular,16.5,23.8,19.8,458.0
2023,BMW,Truck,2.2,3,CVT,AWD,Electric,98.4,103.2,100.6,112.0
2022,Honda,Minivan,1.8,4,Manual,FWD,Regular,15.1,20.1,17.3,533.0
2021,Mercedes-Benz,SUV,1.6,4,CVT,4WD,Regular,18.9,25.4,21.8,390.0
2021,Ford,Coupe,2.8,4,Manual,AWD,Regular,12.9,16.3,14.4,631.0
2022,Lexus,Sedan,2.1,4,Manual,4WD,Regular,15.7,19.1,17.3,536.0
2023,Lexus,Truck,2.1,4,Automatic,AWD,Regular,14.6,18.3,16.3,561.0
2021,Lexus,Wagon,1.3,4,Automatic,RWD,Regular,24.7,30.5,27.3,343.0
2024,Chevrolet,SUV,1.1,8,Manual,RWD,Regular,21.1,24.9,22.8,387.0
2021,Kia,Wagon,1.5,4,Manual,FWD,Regular,22.3,26.7,24.3,353.0
2020,Audi,SUV,1.9,3,Automatic,RWD,Premium,23.0,29.2,25.8,340.0
2020,Ford,SUV,3.2,3,CVT,AWD,Diesel,18.4,21.5,19.8,435.0
2023,Lexus,Coupe,3.6,4,CVT,FWD,Hybrid,31.8,35.7,33.5,285.0
2022,Mazda,Coupe,1.7,6,CVT,FWD,Hybrid,32.7,40.3,36.1,250.0
2023,Subaru,Coupe,3.1,6,Manual,RWD,Hybrid,25.8,32.1,28.6,327.0
2023,Chevrolet,Minivan,2.7,4,Automatic,4WD,Diesel,18.6,23.2,20.7,400.0
2023,Audi,Hatchback,1.9,6,CVT,RWD,Premium,16.5,19.7,17.9,488.0
2023,Toyota,SUV,1.0,4,Automatic,RWD,Regular,20.0,25.9,22.7,371.0
2024,Toyota,Truck,3.3,6,Automatic,FWD,Premium,10.0,15.0,12.2,696.0
2024,Toyota,Wagon,4.4,3,Manual,RWD,Regular,11.9,19.7,15.4,583.0
2021,Toyota,Coupe,2.1,4,CVT,AWD,Electric,96.1,102.5,99.0,68.0
2020,Subaru,Minivan,1.7,6,Automatic,FWD,Regular,18.8,26.6,22.3,391.0
2023,Ford,Coupe,5.4,6,Manual,RWD,Premium,10.0,17.2,13.3,649.0
2021,Lexus,Wagon,2.4,6,Manual,4WD,Regular,14.6,20.0,17.0,515.0
2020,Hyundai,Wagon,2.1,4,Manual,AWD,Regular,22.4,28.7,25.2,364.0
2022,Ford,SUV,5.3,4,CVT,4WD,Regular,10.0,17.1,13.2,654.0
2024,BMW,Coupe,5.1,12,CVT,AWD,Regular,10.0,15.9,12.7,691.0
2020,Nissan,Wagon,3.2,4,Manual,4WD,Regular,16.9,20.2,18.4,494.0
2022,Audi,Hatchback,3.4,4,CVT,RWD,Regular,17.2,22.6,19.7,465.0
2020,Lexus,Hatchback,2.1,4,CVT,AWD,Regular,16.6,20.2,18.2,480.0
2024,Tesla,Coupe,1.4,4,Automatic,FWD,Regular,18.6,25.1,21.5,419.0
2024,Audi,Minivan,3.9,4,Manual,FWD,Electric,88.6,95.1,91.5,113.0
2021,Lexus,Wagon,1.5,4,Manual,4WD,Regular,22.4,30.4,26.0,321.0
2023,Kia,SUV,3.2,4,CVT,4WD,Regular,16.8,22.9,19.6,439.0
2020,Honda,SUV,5.7,8,Manual,4WD,Hybrid,16.3,23.3,19.4,451.0
2020,Hyundai,Minivan,5.8,3,Manual,AWD,Premium,10.0,15.0,12.2,737.0
2022,Audi,SUV,2.2,4,Manual,FWD,Regular,11.4,16.1,13.5,662.0
2024,Hyundai,Sedan,4.1,6,CVT,RWD,Regular,10.0,17.6,13.4,665.0
2020,BMW,Coupe,3.4,6,CVT,AWD,Electric,93.7,100.4,96.7,71.0
2024,Ford,SUV,5.4,4,CVT,4WD,Regular,10.0,16.3,12.8,712.0
2020,Hyundai,Hatchback,2.4,6,Automatic,FWD,Regular,18.4,22.6,20.3,428.0
2021,Volkswagen,Wagon,1.0,4,Manual,4WD,Diesel,25.6,32.1,28.5,306.0
2023,Volkswagen,Truck,1.8,6,Automatic,RWD,Regular,22.7,30.1,26.0,346.0
2020,Tesla,Minivan,2.7,4,CVT,RWD,Electric,93.6,97.8,95.5,133.0
2024,Nissan,Truck,2.6,4,Automatic,FWD,Regular,12.2,18.7,15.1,576.0
2021,Mercedes-Benz,SUV,5.0,8,Manual,AWD,Premium,10.0,15.0,12.2,715.0
2020,Honda,Truck,4.4,6,Manual,RWD,Diesel,15.1,18.7,16.7,525.0
2022,Mazda,Truck,2.5,4,CVT,RWD,Regular,17.4,24.2,20.4,459.0
2023,Subaru,Sedan,3.3,3,CVT,RWD,Electric,90.8,94.6,92.5,99.0
2020,Ford,Hatchback,1.5,4,Automatic,RWD,Hybrid,31.7,36.0,33.7,271.0
2021,Subaru,Minivan,5.5,6,CVT,4WD,Regular,10.0,16.9,13.1,695.0
2022,Tesla,Hatchback,5.7,4,Automatic,4WD,Hybrid,25.7,32.4,28.7,332.0
2021,Mazda,Sedan,5.9,4,Manual,AWD,Regular,10.0,15.0,12.2,715.0
2021,Tesla,Sedan,5.3,3,Manual,FWD,Electric,93.4,101.1,96.8,102.0
2022,Lexus,Truck,1.9,6,Manual,FWD,Regular,11.9,15.9,13.7,672.0
2021,Ford,Coupe,1.2,6,Manual,FWD,Regular,15.9,23.9,19.5,460.0
2022,Ford,Wagon,3.9,6,Manual,RWD,Regular,10.2,16.9,13.2,657.0
2020,Honda,Wagon,5.6,4,Automatic,4WD,Regular,10.0,15.0,12.2,708.0
2022,Subaru,Truck,1.9,8,Manual,4WD,Regular,15.3,19.0,17.0,532.0
2022,Volkswagen,Wagon,1.0,6,Automatic,AWD,Hybrid,29.8,34.4,31.9,256.0
2023,Toyota,Sedan,5.0,8,Manual,FWD,Electric,83.3,87.2,85.1,88.0
2022,Subaru,Hatchback,1.4,4,Automatic,4WD,Regular,24.1,30.2,26.8,322.0
2022,Kia,Wagon,3.1,4,Automatic,AWD,Regular,22.0,26.8,24.1,374.0
2020,Tesla,Minivan,4.4,6,Automatic,FWD,Electric,86.2,90.6,88.2,112.0
2023,Kia,Truck,2.2,4,CVT,RWD,Regular,17.1,23.9,20.1,428.0
2024,Ford,Coupe,1.4,4,Automatic,4WD,Regular,15.0,19.1,16.9,500.0
2020,Toyota,Truck,4.9,6,Automatic,4WD,Regular,10.0,15.9,12.7,716.0
2020,Chevrolet,SUV,4.2,6,Manual,FWD,Regular,10.0,15.0,12.2,742.0
2024,Mazda,Truck,5.9,8,Automatic,RWD,Regular,10.0,16.6,13.0,693.0
2022,Nissan,Sedan,2.7,6,Automatic,RWD,Premium,14.9,21.0,17.6,512.0
2021,Toyota,Hatchback,1.3,4,CVT,4WD,Premium,21.1,28.0,24.2,359.0
2023,Lexus,Hatchback,4.7,3,Manual,FWD,Regular,10.0,15.0,12.2,725.0
2021,Nissan,Minivan,3.6,4,CVT,AWD,Hybrid,28.0,32.0,29.8,300.0
2024,Audi,Wagon,2.1,4,CVT,4WD,Premium,20.7,24.5,22.4,380.0
2020,Subaru,Sedan,4.9,4,CVT,RWD,Regular,10.0,15.0,12.2,736.0
2020,Subaru,SUV,2.0,4,Automatic,AWD,Regular,19.9,23.4,21.5,416.0
2023,Nissan,Sedan,2.3,6,CVT,FWD,Regular,10.0,15.8,12.6,703.0
2020,Mercedes-Benz,Truck,1.5,6,CVT,RWD,Regular,15.4,21.3,18.0,512.0
2020,Mazda,Sedan,3.0,12,Manual,AWD,Regular,10.7,17.9,14.0,633.0
2023,Lexus,Sedan,3.1,6,Manual,4WD,Regular,10.1,15.2,12.4,730.0
2023,Toyota,Minivan,3.6,6,Manual,RWD,Regular,10.0,15.7,12.5,687.0
2024,Chevrolet,SUV,4.5,6,Manual,FWD,Premium,10.0,18.0,13.6,670.0
2020,Ford,Truck,5.5,12,CVT,RWD,Diesel,10.0,15.7,12.5,723.0
2020,Honda,Coupe,1.7,6,Manual,4WD,Regular,17.1,23.0,19.7,494.0
2024,Lexus,Minivan,1.3,8,Automatic,FWD,Premium,16.7,24.7,20.3,470.0
2022,Subaru,Coupe,1.1,8,CVT,4WD,Hybrid,31.1,39.1,34.7,275.0
2022,Kia,Minivan,1.7,8,Manual,AWD,Premium,10.5,15.6,12.8,684.0
2022,Mazda,Hatchback,4.3,4,CVT,RWD,Regular,10.0,16.2,12.8,677.0
2024,Honda,Minivan,4.6,4,Manual,4WD,Regular,10.0,15.4,12.4,702.0
2020,Tesla,Wagon,4.9,4,CVT,AWD,Electric,93.5,100.1,96.4,102.0
2024,Tesla,Sedan,2.2,4,Manual,FWD,Regular,10.4,18.1,13.9,665.0
2024,Chevrolet,Hatchback,2.5,4,Automatic,FWD,Regular,13.1,17.6,15.1,564.0
2022,Tesla,SUV,3.4,4,Manual,AWD,Premium,10.4,17.5,13.6,637.0
2021,Lexus,Coupe,1.3,4,CVT,AWD,Premium,19.2,25.5,22.0,405.0
2020,Hyundai,Minivan,4.1,4,CVT,FWD,Diesel,13.4,17.8,15.4,554.0
2022,BMW,Sedan,5.9,6,Automatic,4WD,Regular,10.0,17.0,13.1,670.0
2021,Ford,SUV,2.8,4,CVT,AWD,Regular,11.7,16.8,14.0,660.0
2021,Subaru,Wagon,4.8,6,Automatic,4WD,Hybrid,19.7,23.3,21.3,432.0
2023,Ford,SUV,3.5,6,CVT,FWD,Regular,10.1,18.1,13.7,665.0
2020,Tesla,Sedan,1.6,6,CVT,4WD,Regular,15.2,20.3,17.5,488.0
2021,Mercedes-Benz,Wagon,3.9,8,Automatic,4WD,Regular,10.0,15.7,12.6,670.0
2022,Audi,SUV,2.5,4,CVT,AWD,Electric,91.2,98.3,94.4,86.0
2023,Audi,Wagon,1.2,4,CVT,4WD,Diesel,26.0,33.8,29.5,255.0
2020,Honda,Minivan,4.2,4,Automatic,4WD,Hybrid,27.5,34.9,30.8,298.0
2024,Audi,Minivan,5.3,4,Manual,4WD,Regular,10.0,15.6,12.5,726.0
2022,Audi,Sedan,2.7,6,Automatic,FWD,Regular,17.1,22.9,19.7,435.0
2021,Ford,Sedan,3.0,4,CVT,FWD,Regular,17.9,22.3,19.8,460.0
2021,BMW,Wagon,5.5,4,Manual,RWD,Electric,84.2,89.5,86.6,114.0
2022,Hyundai,Truck,5.1,4,Manual,FWD,Regular,10.3,18.0,13.7,626.0
2021,Honda,Hatchback,4.6,4,Manual,FWD,Regular,11.5,18.1,14.5,605.0
2023,Subaru,SUV,2.2,6,Automatic,RWD,Premium,13.7,16.7,15.0,583.0
2020,Toyota,SUV,5.6,6,Manual,RWD,Regular,10.0,15.0,12.2,747.0
2023,Kia,Truck,1.8,4,Manual,AWD,Regular,18.7,26.3,22.1,417.0
2021,Honda,Truck,4.1,4,Manual,AWD,Electric,92.6,99.8,95.8,104.0
2024,Volkswagen,Truck,1.1,3,CVT,FWD,Regular,16.3,21.8,18.8,461.0
2020,Mercedes-Benz,Coupe,4.2,3,Automatic,4WD,Regular,10.0,16.1,12.7,727.0
2020,Hyundai,Coupe,2.4,8,Automatic,AWD,Regular,10.0,15.0,12.2,732.0
2022,Mercedes-Benz,Wagon,3.2,3,CVT,AWD,Regular,16.0,22.9,19.1,475.0
2022,Honda,Coupe,2.7,6,Manual,FWD,Regular,15.2,21.2,17.9,531.0
2024,Honda,Minivan,1.9,8,CVT,4WD,Premium,10.0,16.5,12.9,702.0
2020,Volkswagen,Minivan,4.1,4,CVT,RWD,Regular,10.0,15.0,12.2,726.0
2024,Audi,Sedan,5.4,4,Manual,RWD,Hybrid,25.6,30.7,27.9,309.0
2022,Subaru,Wagon,5.8,8,Manual,FWD,Regular,10.0,15.0,12.2,694.0
2022,Lexus,SUV,2.0,6,Automatic,FWD,Regular,10.0,17.7,13.5,627.0
2020,Lexus,Hatchback,4.6,4,Manual,4WD,Regular,15.0,22.8,18.5,497.0
2023,Mercedes-Benz,Sedan,4.3,6,CVT,FWD,Diesel,16.8,23.9,20.0,405.0
2021,Honda,SUV,2.7,6,CVT,FWD,Regular,10.0,17.7,13.5,679.0
2022,Kia,SUV,1.1,4,Manual,FWD,Electric,101.8,108.1,104.6,101.0
2022,Ford,Wagon,4.4,8,Automatic,4WD,Diesel,10.0,15.0,12.2,711.0
2023,Subaru,Truck,5.7,4,CVT,FWD,Hybrid,22.0,28.8,25.1,358.0
2023,Kia,Truck,4.2,4,Manual,AWD,Diesel,17.0,21.6,19.0,479.0
2024,Tesla,Sedan,3.2,12,Automatic,4WD,Regular,10.0,15.2,12.3,724.0
2024,Subaru,Truck,3.6,6,Automatic,AWD,Electric,88.7,93.1,90.7,123.0
2021,Tesla,SUV,2.0,4,CVT,4WD,Hybrid,25.0,30.1,27.3,298.0
2021,Kia,Truck,4.8,3,CVT,AWD,Hybrid,23.8,30.2,26.7,343.0
2020,BMW,Coupe,4.7,6,Automatic,4WD,Regular,10.0,15.0,12.2,716.0
2024,Hyundai,Truck,1.7,6,Automatic,RWD,Premium,11.4,15.0,13.0,649.0
2022,Audi,SUV,5.4,6,Automatic,FWD,Regular,10.0,16.4,12.9,666.0
2024,Kia,Wagon,2.3,8,Manual,FWD,Regular,10.0,16.9,13.1,668.0
2022,Nissan,Sedan,5.9,8,CVT,4WD,Premium,10.0,15.8,12.6,706.0
2023,Kia,Hatchback,2.9,4,Automatic,AWD,Hybrid,32.2,36.1,34.0,243.0
2024,Toyota,Truck,1.9,4,CVT,RWD,Premium,14.1,19.3,16.4,532.0
2023,Toyota,Minivan,2.8,4,CVT,AWD,Electric,94.3,101.1,97.4,83.0
2021,Mazda,Minivan,3.2,6,CVT,FWD,Regular,10.0,16.4,12.9,671.0
2021,Tesla,SUV,1.3,6,Automatic,FWD,Regular,23.4,26.9,24.9,346.0
2020,Nissan,Hatchback,3.9,4,Manual,AWD,Premium,11.3,19.2,14.9,608.0
2024,Audi,Hatchback,4.0,4,Automatic,4WD,Regular,14.9,19.0,16.7,565.0
2023,Nissan,Coupe,4.7,4,CVT,4WD,Electric,95.0,99.1,96.8,96.0
2022,Ford,Hatchback,1.1,4,Automatic,AWD,Regular,22.5,27.8,24.9,360.0
2021,Nissan,Minivan,3.7,4,Automatic,FWD,Regular,16.3,21.0,18.4,481.0
2021,Ford,Wagon,1.3,4,CVT,AWD,Regular,14.1,22.0,17.7,494.0
2022,Mazda,SUV,4.5,4,CVT,FWD,Regular,11.4,15.0,13.0,695.0
2023,Mazda,SUV,1.3,4,Automatic,AWD,Hybrid,39.4,43.9,41.4,234.0
2023,Hyundai,Truck,5.6,6,Automatic,4WD,Regular,10.0,15.0,12.2,705.0
2024,Lexus,Truck,4.5,4,Automatic,RWD,Regular,10.0,15.5,12.5,732.0
2024,Toyota,Truck,3.5,6,Automatic,FWD,Electric,85.1,88.2,86.5,135.0
2020,Kia,Minivan,3.2,6,Manual,RWD,Regular,11.6,15.0,13.1,658.0
2021,Kia,Minivan,1.7,6,Automatic,4WD,Electric,91.8,96.1,93.7,113.0
2024,Tesla,Minivan,2.5,6,Manual,AWD,Regular,14.2,20.0,16.8,562.0
2023,Volkswagen,Minivan,5.3,4,CVT,4WD,Regular,10.0,16.8,13.1,693.0
2022,Volkswagen,Minivan,5.5,4,Manual,RWD,Hybrid,22.7,29.1,25.6,344.0
2023,Chevrolet,Minivan,1.0,8,CVT,4WD,Electric,92.5,98.3,95.1,109.0
2021,Subaru,Wagon,4.0,6,Manual,4WD,Regular,10.0,15.0,12.2,712.0
2023,Hyundai,Minivan,4.6,8,CVT,AWD,Premium,10.0,17.4,13.3,662.0
2020,Chevrolet,Hatchback,4.1,6,Automatic,RWD,Hybrid,18.6,23.9,21.0,409.0
2021,Chevrolet,Hatchback,1.4,4,Manual,RWD,Regular,26.6,31.1,28.6,284.0
2022,Honda,Coupe,2.1,4,Manual,RWD,Regular,12.1,18.3,14.9,597.0
2020,Tesla,Wagon,2.3,6,CVT,FWD,Regular,10.0,16.5,12.9,695.0
2021,Honda,Truck,5.2,4,CVT,4WD,Regular,12.2,17.2,14.4,630.0
2022,Mercedes-Benz,Sedan,3.3,4,Manual,RWD,Regular,12.4,15.6,13.8,554.0
2020,Tesla,Minivan,3.4,6,CVT,4WD,Electric,89.9,93.3,91.4,101.0
2020,Chevrolet,Coupe,5.7,4,Automatic,AWD,Regular,10.0,17.2,13.3,670.0
2021,Nissan,Sedan,4.2,4,Manual,AWD,Electric,87.3,90.6,88.8,78.0
2024,Subaru,Hatchback,5.5,6,Automatic,FWD,Regular,10.0,16.0,12.7,691.0
2020,Lexus,Coupe,3.3,6,Manual,FWD,Premium,10.0,15.0,12.2,744.0
2020,Hyundai,Coupe,1.7,4,Automatic,AWD,Premium,15.9,20.1,17.8,501.0
2022,Tesla,SUV,5.6,6,Manual,RWD,Regular,10.0,15.0,12.2,728.0
